"","GEOID","enf_points","insp_points","hw_points","percentile_rank"
"1",27027020400,3.5,1,4.5,66.3557628247835
"2",27055020300,5,1,6,71.9520319786809
"3",27067780800,3,1,4,63.5576282478348
"4",27047180600,41,5,46,99.0672884743504
"5",27053025802,NA,NA,0,0
"6",27053020600,NA,NA,0,0
"7",27053026809,6.5,NA,6.5,73.217854763491
"8",27053000101,2,NA,2,50.7661558960693
"9",27053003300,NA,NA,0,0
"10",27053101300,NA,NA,0,0
"11",27053104400,4,NA,4,63.5576282478348
"12",27053026005,0.5,NA,0.5,35.8427714856762
"13",27053026706,NA,NA,0,0
"14",27053108600,NA,NA,0,0
"15",27053025302,NA,NA,0,0
"16",27053108900,0.5,1,1.5,45.9027315123251
"17",27053011000,NA,NA,0,0
"18",27053008200,2,NA,2,50.7661558960693
"19",27053008400,NA,NA,0,0
"20",27053106400,NA,NA,0,0
"21",27053026511,0.5,NA,0.5,35.8427714856762
"22",27053024100,NA,NA,0,0
"23",27003050110,1.5,NA,1.5,45.9027315123251
"24",27003050233,NA,NA,0,0
"25",27003050224,1,NA,1,40.7728181212525
"26",27013170600,1,NA,1,40.7728181212525
"27",27013171101,6.5,NA,6.5,73.217854763491
"28",27015960300,4,NA,4,63.5576282478348
"29",27083360400,2.5,NA,2.5,55.0966022651566
"30",27099000300,1.5,NA,1.5,45.9027315123251
"31",27103480100,3.5,NA,3.5,61.4923384410393
"32",27117460300,1.5,NA,1.5,45.9027315123251
"33",27161790400,0.5,NA,0.5,35.8427714856762
"34",27163070910,NA,NA,0,0
"35",27167950100,1,NA,1,40.7728181212525
"36",27123032400,8,1,9,78.8141239173884
"37",27123030500,6.5,NA,6.5,73.217854763491
"38",27123033900,NA,NA,0,0
"39",27123033400,17.5,2,19.5,92.4050632911392
"40",27123030100,2.5,NA,2.5,55.0966022651566
"41",27123041200,17,1,18,91.4057295136576
"42",27123041602,NA,NA,0,0
"43",27123034400,NA,NA,0,0
"44",27165950100,3,1,4,63.5576282478348
"45",27109000200,2.5,NA,2.5,55.0966022651566
"46",27109000400,2,2,4,63.5576282478348
"47",27145000701,28.5,2,30.5,97.001998667555
"48",27089080300,NA,NA,0,0
"49",27137003700,0.5,1,1.5,45.9027315123251
"50",27137001300,3.5,NA,3.5,61.4923384410393
"51",27139080600,NA,NA,0,0
"52",27021940002,NA,NA,0,0
"53",27071790500,8,NA,8,76.8820786142572
"54",27037060811,NA,NA,0,0
"55",27037060721,NA,NA,0,0
"56",27037060302,NA,NA,0,0
"57",27037060902,4,NA,4,63.5576282478348
"58",27061940000,1.5,NA,1.5,45.9027315123251
"59",27157490200,4.5,NA,4.5,66.3557628247835
"60",27005450600,1,NA,1,40.7728181212525
"61",27103480502,8,1,9,78.8141239173884
"62",27025110301,8.5,4,12.5,85.0766155896069
"63",27037060747,NA,NA,0,0
"64",27163070911,NA,NA,0,0
"65",27003050820,NA,NA,0,0
"66",27053024006,NA,NA,0,0
"67",27141030301,11,2,13,85.742838107928
"68",27137015501,3.5,2,5.5,69.8201199200533
"69",27059130304,5,NA,5,67.9546968687542
"70",27009021201,19.5,1,20.5,93.2711525649567
"71",27009021104,12,1,13,85.742838107928
"72",27041450601,7.5,1,8.5,77.8147901399067
"73",27085950402,5,NA,5,67.9546968687542
"74",27123040102,0.5,NA,0.5,35.8427714856762
"75",27163071211,NA,NA,0,0
"76",27163070603,0.5,NA,0.5,35.8427714856762
"77",27145010103,11,1,12,84.2105263157895
"78",27031480101,NA,NA,0,0
"79",27139081103,3.5,2,5.5,69.8201199200533
"80",27169670301,5.5,1,6.5,73.217854763491
"81",27027030109,NA,NA,0,0
"82",27061481002,0.5,NA,0.5,35.8427714856762
"83",27003050238,NA,NA,0,0
"84",27003050824,1,NA,1,40.7728181212525
"85",27037060832,NA,NA,0,0
"86",27037060834,NA,NA,0,0
"87",27053026720,NA,NA,0,0
"88",27053003802,NA,NA,0,0
"89",27053026717,NA,NA,0,0
"90",27053023401,1.5,NA,1.5,45.9027315123251
"91",27053026617,NA,NA,0,0
"92",27027030300,9,2,11,82.5449700199867
"93",27027020600,6.5,1,7.5,75.616255829447
"94",27055020500,2,NA,2,50.7661558960693
"95",27067780500,13.5,NA,13.5,86.5423051299134
"96",27039950500,NA,NA,0,0
"97",27047180500,3.5,1,4.5,66.3557628247835
"98",27053025803,3,NA,3,58.2278481012658
"99",27053100500,30.5,1,31.5,97.2018654230513
"100",27053103400,NA,NA,0,0
"101",27053110900,NA,NA,0,0
"102",27053102500,2,3,5,67.9546968687542
"103",27053002200,NA,NA,0,0
"104",27053002700,NA,NA,0,0
"105",27053026906,NA,NA,0,0
"106",27053020902,NA,NA,0,0
"107",27053026006,2,NA,2,50.7661558960693
"108",27053023802,NA,NA,0,0
"109",27053026606,NA,NA,0,0
"110",27053026508,10,NA,10,81.0126582278481
"111",27053125800,NA,1,1,40.7728181212525
"112",27053025205,NA,NA,0,0
"113",27053025403,NA,NA,0,0
"114",27053109400,NA,NA,0,0
"115",27053009600,NA,NA,0,0
"116",27053110400,NA,NA,0,0
"117",27053026403,NA,NA,0,0
"118",27053021501,1.5,NA,1.5,45.9027315123251
"119",27053011998,NA,NA,0,0
"120",27053022902,NA,NA,0,0
"121",27053105700,NA,NA,0,0
"122",27053026510,NA,1,1,40.7728181212525
"123",27053024300,2,NA,2,50.7661558960693
"124",27053024903,NA,NA,0,0
"125",27053022000,3,NA,3,58.2278481012658
"126",27069090200,1,NA,1,40.7728181212525
"127",27129790500,4,NA,4,63.5576282478348
"128",27133570200,2.5,1,3.5,61.4923384410393
"129",27003051103,13.5,2,15.5,89.0073284477015
"130",27003051202,NA,NA,0,0
"131",27003050712,NA,NA,0,0
"132",27003050501,NA,NA,0,0
"133",27003051304,1.5,1,2.5,55.0966022651566
"134",27049080101,3.5,1,4.5,66.3557628247835
"135",27013170700,7,1,8,76.8820786142572
"136",27015960400,18.5,1,19.5,92.4050632911392
"137",27015960101,13,NA,13,85.742838107928
"138",27079950500,17.5,NA,17.5,90.473017988008
"139",27019090501,NA,NA,0,0
"140",27163070104,NA,NA,0,0
"141",27163070909,NA,NA,0,0
"142",27103480400,4.5,NA,4.5,66.3557628247835
"143",27107960300,5.5,3,8.5,77.8147901399067
"144",27107960200,NA,NA,0,0
"145",27123030400,NA,NA,0,0
"146",27123031000,NA,NA,0,0
"147",27123034702,NA,NA,0,0
"148",27123031100,NA,NA,0,0
"149",27123041104,NA,NA,0,0
"150",27123037200,0.5,NA,0.5,35.8427714856762
"151",27123041002,NA,NA,0,0
"152",27123036800,NA,NA,0,0
"153",27123040502,NA,NA,0,0
"154",27123041601,NA,NA,0,0
"155",27123031801,NA,NA,0,0
"156",27123042001,16,3,19,92.1385742838108
"157",27123042504,0.5,NA,0.5,35.8427714856762
"158",27139081200,10,4,14,87.1419053964024
"159",27109001800,3.5,NA,3.5,61.4923384410393
"160",27109002100,24,3,27,96.3357761492338
"161",27109000500,2.5,NA,2.5,55.0966022651566
"162",27109001701,12,3,15,88.4077281812125
"163",27109001503,NA,NA,0,0
"164",27145000801,8,1,9,78.8141239173884
"165",27113090400,14,2,16,89.4736842105263
"166",27125010200,0.5,NA,0.5,35.8427714856762
"167",27137013500,NA,NA,0,0
"168",27137012500,1,NA,1,40.7728181212525
"169",27137012600,25,1,26,96.0026648900733
"170",27137001200,NA,NA,0,0
"171",27137002300,NA,NA,0,0
"172",27131070300,2,1,3,58.2278481012658
"173",27007450300,15,NA,15,88.4077281812125
"174",27037060812,NA,NA,0,0
"175",27037060713,NA,NA,0,0
"176",27037060733,NA,NA,0,0
"177",27037060750,NA,NA,0,0
"178",27037060604,NA,NA,0,0
"179",27037060401,NA,NA,0,0
"180",27037060743,NA,NA,0,0
"181",27001770100,1,NA,1,40.7728181212525
"182",27021960100,NA,NA,0,0
"183",27057070600,13.5,NA,13.5,86.5423051299134
"184",27071790300,4,1,5,67.9546968687542
"185",27119020100,NA,NA,0,0
"186",27127750300,3.5,NA,3.5,61.4923384410393
"187",27131070501,4,NA,4,63.5576282478348
"188",27131070504,2.5,2,4.5,66.3557628247835
"189",27145000402,8,NA,8,76.8820786142572
"190",27025110302,7,NA,7,74.4836775483011
"191",27019090602,NA,NA,0,0
"192",27037061009,NA,NA,0,0
"193",27037060738,NA,NA,0,0
"194",27037060906,NA,NA,0,0
"195",27037061005,NA,NA,0,0
"196",27163070912,NA,NA,0,0
"197",27139080100,7.5,1,8.5,77.8147901399067
"198",27171100701,1,NA,1,40.7728181212525
"199",27053026015,5,NA,5,67.9546968687542
"200",27053105201,NA,NA,0,0
"201",27017070401,17,3,20,92.871419053964
"202",27141030202,NA,NA,0,0
"203",27009021103,0.5,NA,0.5,35.8427714856762
"204",27131070801,NA,NA,0,0
"205",27145001003,7,NA,7,74.4836775483011
"206",27171100705,2.5,NA,2.5,55.0966022651566
"207",27123040708,1,NA,1,40.7728181212525
"208",27123040709,2,NA,2,50.7661558960693
"209",27123037604,6,NA,6,71.9520319786809
"210",27123034203,22.5,NA,22.5,94.3371085942705
"211",27053023202,1.5,NA,1.5,45.9027315123251
"212",27053026515,NA,NA,0,0
"213",27037060751,NA,NA,0,0
"214",27061480803,4.5,1,5.5,69.8201199200533
"215",27061480901,NA,NA,0,0
"216",27003050611,NA,NA,0,0
"217",27003050823,NA,NA,0,0
"218",27053026406,NA,NA,0,0
"219",27053126101,NA,NA,0,0
"220",27053024904,2.5,NA,2.5,55.0966022651566
"221",27053026024,NA,NA,0,0
"222",27031480102,1.5,NA,1.5,45.9027315123251
"223",27139080801,1.5,NA,1.5,45.9027315123251
"224",27139081101,NA,NA,0,0
"225",27019090303,NA,NA,0,0
"226",27075370102,1,NA,1,40.7728181212525
"227",27003051201,13,NA,13,85.742838107928
"228",27003051002,NA,NA,0,0
"229",27003050807,NA,NA,0,0
"230",27003050608,NA,NA,0,0
"231",27013170900,54.5,3,57.5,99.6002664890073
"232",27019091201,0.5,NA,0.5,35.8427714856762
"233",27083360600,2,NA,2,50.7661558960693
"234",27123030602,NA,NA,0,0
"235",27123042501,3,NA,3,58.2278481012658
"236",27123042201,NA,NA,0,0
"237",27045960400,0.5,NA,0.5,35.8427714856762
"238",27063480400,50.5,2,52.5,99.3337774816789
"239",27053026807,28,3,31,97.0686209193871
"240",27053000300,NA,NA,0,0
"241",27053002400,3,NA,3,58.2278481012658
"242",27053023901,NA,NA,0,0
"243",27053025401,1.5,NA,1.5,45.9027315123251
"244",27053109200,NA,NA,0,0
"245",27053027601,4,NA,4,63.5576282478348
"246",27053008100,NA,NA,0,0
"247",27007450500,NA,NA,0,0
"248",27037060806,NA,NA,0,0
"249",27037060202,NA,NA,0,0
"250",27109001401,22.5,NA,22.5,94.3371085942705
"251",27095970100,13.5,3,16.5,89.9400399733511
"252",27137012200,5,NA,5,67.9546968687542
"253",27119020500,2.5,1,3.5,61.4923384410393
"254",27085950401,14,2,16,89.4736842105263
"255",27163071024,NA,NA,0,0
"256",27163070604,NA,NA,0,0
"257",27131070503,NA,NA,0,0
"258",27037060742,NA,NA,0,0
"259",27003051001,8.5,NA,8.5,77.8147901399067
"260",27131070102,NA,NA,0,0
"261",27053126202,5.5,NA,5.5,69.8201199200533
"262",27053027702,NA,NA,0,0
"263",27047180400,10.5,NA,10.5,82.0119920053298
"264",27053020302,NA,NA,0,0
"265",27053100700,NA,NA,0,0
"266",27053105600,NA,NA,0,0
"267",27053106000,NA,NA,0,0
"268",27053020101,NA,NA,0,0
"269",27003050825,NA,NA,0,0
"270",27003050215,0.5,NA,0.5,35.8427714856762
"271",27003050808,NA,1,1,40.7728181212525
"272",27015960700,3,NA,3,58.2278481012658
"273",27019090503,NA,NA,0,0
"274",27037061109,16,2,18,91.4057295136576
"275",27123035800,NA,NA,0,0
"276",27123033000,9.5,NA,9.5,79.9467021985343
"277",27169670500,3,NA,3,58.2278481012658
"278",27037060201,NA,NA,0,0
"279",27029000100,3,NA,3,58.2278481012658
"280",27173970200,5.5,NA,5.5,69.8201199200533
"281",27123034602,NA,NA,0,0
"282",27137010400,17,2,19,92.1385742838108
"283",27139080208,NA,NA,0,0
"284",27171100704,21,1,22,94.0039973351099
"285",27171100807,16.5,1,17.5,90.473017988008
"286",27037060838,NA,NA,0,0
"287",27003050240,1,1,2,50.7661558960693
"288",27053125700,NA,NA,0,0
"289",27053107400,NA,NA,0,0
"290",27053007700,1.5,NA,1.5,45.9027315123251
"291",27003050235,NA,NA,0,0
"292",27053026615,NA,NA,0,0
"293",27053104001,1.5,2,3.5,61.4923384410393
"294",27041450602,3.5,2,5.5,69.8201199200533
"295",27037060752,NA,NA,0,0
"296",27037060835,NA,NA,0,0
"297",27053020201,1.5,1,2.5,55.0966022651566
"298",27137010301,15.5,2,17.5,90.473017988008
"299",27137012400,38.5,3,41.5,98.6009327115256
"300",27037060907,NA,NA,0,0
"301",27053026019,9,2,11,82.5449700199867
"302",27123031600,NA,NA,0,0
"303",27163071210,NA,NA,0,0
"304",27123037500,NA,NA,0,0
"305",27007940001,NA,NA,0,0
"306",27163071209,1,NA,1,40.7728181212525
"307",27109001301,7,NA,7,74.4836775483011
"308",27137013100,5,NA,5,67.9546968687542
"309",27137001600,1,NA,1,40.7728181212525
"310",27039950200,45,3,48,99.2671552298468
"311",27053020303,NA,NA,0,0
"312",27053021601,5,1,6,71.9520319786809
"313",27053110000,NA,NA,0,0
"314",27053111400,NA,NA,0,0
"315",27053024802,NA,NA,0,0
"316",27123041500,1,1,2,50.7661558960693
"317",27037060731,NA,NA,0,0
"318",27037060105,6.5,NA,6.5,73.217854763491
"319",27013170400,7,3,10,81.0126582278481
"320",27139080306,0.5,NA,0.5,35.8427714856762
"321",27019090901,3.5,NA,3.5,61.4923384410393
"322",27123037603,NA,NA,0,0
"323",27053003801,NA,NA,0,0
"324",27037060606,NA,NA,0,0
"325",27037060728,9,NA,9,78.8141239173884
"326",27173970100,6.5,1,7.5,75.616255829447
"327",27053104801,NA,NA,0,0
"328",27053026104,15.5,2,17.5,90.473017988008
"329",27097780200,24.5,NA,24.5,95.4696868754164
"330",27123032000,13.5,2,15.5,89.0073284477015
"331",27123041001,NA,NA,0,0
"332",27053024200,NA,NA,0,0
"333",27045960600,1.5,NA,1.5,45.9027315123251
"334",27053026815,NA,NA,0,0
"335",27053122600,0.5,NA,0.5,35.8427714856762
"336",27053022302,NA,NA,0,0
"337",27003050222,NA,NA,0,0
"338",27003051502,NA,NA,0,0
"339",27123040302,NA,NA,0,0
"340",27083360300,4,NA,4,63.5576282478348
"341",27109001502,NA,NA,0,0
"342",27129790200,3,NA,3,58.2278481012658
"343",27137003300,2.5,NA,2.5,55.0966022651566
"344",27163070802,NA,NA,0,0
"345",27037060823,NA,NA,0,0
"346",27123030800,1,NA,1,40.7728181212525
"347",27123035100,NA,NA,0,0
"348",27137015503,NA,NA,0,0
"349",27163070705,NA,NA,0,0
"350",27053000601,NA,1,1,40.7728181212525
"351",27007450706,14,NA,14,87.1419053964024
"352",27053026404,7,3,10,81.0126582278481
"353",27053107000,NA,NA,0,0
"354",27053008500,NA,NA,0,0
"355",27053026609,NA,NA,0,0
"356",27147960700,NA,NA,0,0
"357",27061480401,NA,NA,0,0
"358",27115950402,3,NA,3,58.2278481012658
"359",27141030103,32,1,33,97.4017321785476
"360",27037060749,NA,NA,0,0
"361",27037060819,1,1,2,50.7661558960693
"362",27037060828,1,1,2,50.7661558960693
"363",27017070100,16.5,3,19.5,92.4050632911392
"364",27109001501,NA,NA,0,0
"365",27145011600,2.5,1,3.5,61.4923384410393
"366",27137000900,NA,NA,0,0
"367",27067781200,5,NA,5,67.9546968687542
"368",27123042102,NA,NA,0,0
"369",27099000800,NA,NA,0,0
"370",27103480200,9,4,13,85.742838107928
"371",27053003200,NA,NA,0,0
"372",27053110800,NA,NA,0,0
"373",27053011800,NA,NA,0,0
"374",27075370101,1.5,NA,1.5,45.9027315123251
"375",27037061112,NA,NA,0,0
"376",27163071021,4,NA,4,63.5576282478348
"377",27053104002,24.5,5,29.5,96.8021319120586
"378",27041450702,9,NA,9,78.8141239173884
"379",27137015502,0.5,NA,0.5,35.8427714856762
"380",27003050822,NA,NA,0,0
"381",27053104902,0.5,NA,0.5,35.8427714856762
"382",27137003400,4.5,1,5.5,69.8201199200533
"383",27139081102,NA,NA,0,0
"384",27021960200,0.5,NA,0.5,35.8427714856762
"385",27067780200,5.5,NA,5.5,69.8201199200533
"386",27067781100,5,NA,5,67.9546968687542
"387",27067780300,2,NA,2,50.7661558960693
"388",27067770900,4,1,5,67.9546968687542
"389",27025110600,0.5,1,1.5,45.9027315123251
"390",27003050109,0.5,NA,0.5,35.8427714856762
"391",27003050210,13.5,NA,13.5,86.5423051299134
"392",27003050236,NA,NA,0,0
"393",27003050228,11.5,1,12.5,85.0766155896069
"394",27003050226,NA,NA,0,0
"395",27003050219,NA,NA,0,0
"396",27003050220,NA,NA,0,0
"397",27003050710,6.5,1,7.5,75.616255829447
"398",27003050810,NA,NA,0,0
"399",27003050504,20,NA,20,92.871419053964
"400",27023950400,1,NA,1,40.7728181212525
"401",27039950400,2,NA,2,50.7661558960693
"402",27043460400,4.5,NA,4.5,66.3557628247835
"403",27009020206,NA,NA,0,0
"404",27045960500,10.5,2,12.5,85.0766155896069
"405",27047180200,0.5,NA,0.5,35.8427714856762
"406",27045960300,8,1,9,78.8141239173884
"407",27045960200,24,1,25,95.6029313790806
"408",27053025906,NA,NA,0,0
"409",27053020301,1.5,NA,1.5,45.9027315123251
"410",27053020304,NA,NA,0,0
"411",27053021503,5,NA,5,67.9546968687542
"412",27053021602,7.5,1,8.5,77.8147901399067
"413",27053026811,9.5,NA,9.5,79.9467021985343
"414",27053026712,NA,NA,0,0
"415",27053024003,0.5,NA,0.5,35.8427714856762
"416",27053000102,0.5,NA,0.5,35.8427714856762
"417",27053000603,10,2,12,84.2105263157895
"418",27053105400,0.5,1,1.5,45.9027315123251
"419",27053111600,NA,NA,0,0
"420",27053001100,NA,NA,0,0
"421",27053103000,5.5,2,7.5,75.616255829447
"422",27053103600,0.5,NA,0.5,35.8427714856762
"423",27053026908,NA,NA,0,0
"424",27053020903,NA,NA,0,0
"425",27053021300,NA,NA,0,0
"426",27053023100,NA,NA,0,0
"427",27053023600,3,NA,3,58.2278481012658
"428",27053021700,1,NA,1,40.7728181212525
"429",27053027101,3.5,NA,3.5,61.4923384410393
"430",27053126000,4,NA,4,63.5576282478348
"431",27053106900,NA,NA,0,0
"432",27053025601,1.5,1,2.5,55.0966022651566
"433",27053025702,15,2,17,90.1399067288474
"434",27053009500,NA,NA,0,0
"435",27053110100,NA,NA,0,0
"436",27053026201,NA,NA,0,0
"437",27053026208,NA,NA,0,0
"438",27053111500,NA,NA,0,0
"439",27053026822,NA,NA,0,0
"440",27053106600,NA,1,1,40.7728181212525
"441",27053106500,NA,NA,0,0
"442",27053107500,0.5,1,1.5,45.9027315123251
"443",27053108000,1.5,NA,1.5,45.9027315123251
"444",27053007801,6.5,1,7.5,75.616255829447
"445",27053008300,NA,NA,0,0
"446",27053024004,NA,NA,0,0
"447",27053022901,2,1,3,58.2278481012658
"448",27053026509,NA,NA,0,0
"449",27053024700,NA,NA,0,0
"450",27053021400,1.5,1,2.5,55.0966022651566
"451",27055020900,4,NA,4,63.5576282478348
"452",27053020102,1,NA,1,40.7728181212525
"453",27063480200,0.5,NA,0.5,35.8427714856762
"454",27065480400,10.5,NA,10.5,82.0119920053298
"455",27003050606,1,1,2,50.7661558960693
"456",27003050609,1,NA,1,40.7728181212525
"457",27013171300,23,NA,23,94.670219853431
"458",27041451000,2.5,NA,2.5,55.0966022651566
"459",27019090401,1,NA,1,40.7728181212525
"460",27147960800,18.5,1,19.5,92.4050632911392
"461",27147960200,2,NA,2,50.7661558960693
"462",27117460400,4.5,NA,4.5,66.3557628247835
"463",27153790400,5,1,6,71.9520319786809
"464",27153790500,10.5,2,12.5,85.0766155896069
"465",27153790100,10,2,12,84.2105263157895
"466",27155460200,NA,NA,0,0
"467",27129790600,3,NA,3,58.2278481012658
"468",27003051400,12,NA,12,84.2105263157895
"469",27083360100,7.5,NA,7.5,75.616255829447
"470",27083360200,14.5,NA,14.5,87.8081279147235
"471",27099001300,1.5,NA,1.5,45.9027315123251
"472",27099000410,6,NA,6,71.9520319786809
"473",27099000600,NA,NA,0,0
"474",27099000900,2.5,NA,2.5,55.0966022651566
"475",27099001200,15,2,17,90.1399067288474
"476",27133570300,7,NA,7,74.4836775483011
"477",27101900300,2,1,3,58.2278481012658
"478",27103480300,23.5,NA,23.5,95.0033311125916
"479",27049080600,38.5,2,40.5,98.5343104596935
"480",27161790100,7.5,NA,7.5,75.616255829447
"481",27163070204,18,NA,18,91.4057295136576
"482",27163071208,NA,NA,0,0
"483",27163070105,NA,NA,0,0
"484",27163070602,2,NA,2,50.7661558960693
"485",27163071013,NA,NA,0,0
"486",27105105200,NA,NA,0,0
"487",27105105400,23,5,28,96.5356429047302
"488",27097780300,19,4,23,94.670219853431
"489",27151960200,4,1,5,67.9546968687542
"490",27123036300,NA,NA,0,0
"491",27123031802,1.5,NA,1.5,45.9027315123251
"492",27123030702,NA,NA,0,0
"493",27123030704,NA,NA,0,0
"494",27123032500,NA,NA,0,0
"495",27123031702,NA,NA,0,0
"496",27123041107,7,NA,7,74.4836775483011
"497",27123032200,0.5,NA,0.5,35.8427714856762
"498",27123034900,NA,NA,0,0
"499",27123033300,2,1,3,58.2278481012658
"500",27123033500,NA,NA,0,0
"501",27123041301,NA,NA,0,0
"502",27123035300,NA,NA,0,0
"503",27123036500,NA,NA,0,0
"504",27123041105,7,NA,7,74.4836775483011
"505",27123041103,NA,NA,0,0
"506",27123040603,5.5,NA,5.5,69.8201199200533
"507",27123040801,21.5,1,22.5,94.3371085942705
"508",27123041700,NA,NA,0,0
"509",27123033100,2,NA,2,50.7661558960693
"510",27123031500,2,NA,2,50.7661558960693
"511",27093560600,5,1,6,71.9520319786809
"512",27109002000,9,NA,9,78.8141239173884
"513",27093560200,9,NA,9,78.8141239173884
"514",27109002200,5.5,NA,5.5,69.8201199200533
"515",27109001100,13,2,15,88.4077281812125
"516",27109001702,NA,NA,0,0
"517",27075370400,13,1,14,87.1419053964024
"518",27145011302,8,NA,8,76.8820786142572
"519",27143170198,9,NA,9,78.8141239173884
"520",27121970300,7,2,9,78.8141239173884
"521",27121970200,1.5,NA,1.5,45.9027315123251
"522",27139080500,NA,NA,0,0
"523",27139080903,NA,NA,0,0
"524",27113090300,3.5,NA,3.5,61.4923384410393
"525",27113090500,5,1,6,71.9520319786809
"526",27115950800,1.5,NA,1.5,45.9027315123251
"527",27125010100,NA,NA,0,0
"528",27137010100,5.5,NA,5.5,69.8201199200533
"529",27137015100,4,NA,4,63.5576282478348
"530",27137012800,15.5,2,17.5,90.473017988008
"531",27137000400,2.5,1,3.5,61.4923384410393
"532",27137000600,NA,NA,0,0
"533",27137000700,NA,NA,0,0
"534",27137002200,2,1,3,58.2278481012658
"535",27017070200,13,1,14,87.1419053964024
"536",27017940000,2.5,NA,2.5,55.0966022651566
"537",27037060824,NA,NA,0,0
"538",27037060710,NA,NA,0,0
"539",27021960700,6.5,1,7.5,75.616255829447
"540",27029000200,1.5,NA,1.5,45.9027315123251
"541",27037060716,NA,NA,0,0
"542",27037060732,NA,NA,0,0
"543",27037061106,NA,NA,0,0
"544",27037060813,NA,NA,0,0
"545",27037060101,NA,NA,0,0
"546",27037060729,NA,NA,0,0
