"","Year","StateAbbr","StateDesc","CountyName","CountyFIPS","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Geolocation","geoid","percentile_rank"
"63",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.1,9.5,10.6,4312,"POINT (-93.25356238 45.09693956)",27003051102,0.899474868717179
"64",2020,"MN","Minnesota","Crow Wing",27035,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8,8.8,5331,"POINT (-94.24646032 46.42135986)",27035950900,0.141035258814704
"65",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.9,9.7,2250,"POINT (-93.26776542 45.00210519)",27053002400,0.691672918229557
"66",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.3,9.1,7525,"POINT (-93.18834433 44.7097032)",27037060817,0.307576894223556
"67",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.4,9.3,2211,"POINT (-93.216785 44.81043796)",27037060721,0.36384096024006
"68",2020,"MN","Minnesota","Big Stone",27011,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.7,9.6,1979,"POINT (-96.42971616 45.29813251)",27011950300,0.591147786946737
"69",2020,"MN","Minnesota","Becker",27005,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.8,9.4,4962,"POINT (-95.72602054 46.83751396)",27005450300,0.591147786946737
"70",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.5,9.4,1548,"POINT (-93.19888108 44.82228662)",27037060749,0.439609902475619
"71",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",12.1,11.6,12.6,1427,"POINT (-93.29027449 45.00252979)",27053002200,0.987246811702926
"72",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.8,9.3,10.3,4750,"POINT (-93.31808729 45.39822134)",27003050108,0.846211552888222
"73",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.8,9.3,10.3,4271,"POINT (-93.0287341 44.85596725)",27037060502,0.846211552888222
"74",2020,"MN","Minnesota","Blue Earth",27013,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.4,9.4,5176,"POINT (-93.94034133 44.18300709)",27013170200,0.439609902475619
"75",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.5,9,10,2769,"POINT (-93.24003196 45.28024905)",27003050235,0.77344336084021
"76",2020,"MN","Minnesota","Dodge",27039,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.3,9.2,5654,"POINT (-92.74677591 44.02470097)",27039950500,0.36384096024006
"77",2020,"MN","Minnesota","Chisago",27025,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.5,4474,"POINT (-92.95930654 45.42689396)",27025110402,0.517629407351838
"78",2020,"MN","Minnesota","Freeborn",27047,"Current asthma among adults aged >=18 years","%","Crude prevalence",10,9.5,10.5,3872,"POINT (-93.34347106 43.64219102)",27047180600,0.885221305326332
"79",2020,"MN","Minnesota","Carver",27019,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.4,9.2,5507,"POINT (-93.82875292 44.93466676)",27019090100,0.36384096024006
"80",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.9,9.7,5202,"POINT (-93.2055626 45.38020634)",27003050109,0.691672918229557
"81",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.6,8.2,9.1,6790,"POINT (-93.16660724 44.73180219)",27037060826,0.246811702925731
"82",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.1,9.7,10.7,2095,"POINT (-93.30598953 45.14662297)",27003050606,0.899474868717179
"83",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.6,9.5,2837,"POINT (-93.09645573 44.91671289)",27037060102,0.591147786946737
"84",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.6,9.2,10.1,2431,"POINT (-93.32823119 45.18288247)",27003050602,0.807951987996999
"85",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.5,9.4,3054,"POINT (-92.81245238 44.67257572)",27037061401,0.517629407351838
"86",2020,"MN","Minnesota","Aitkin",27001,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,9.1,9.8,2336,"POINT (-93.58909571 46.8535813)",27001770200,0.731432858214554
"87",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.4,3709,"POINT (-93.1707708 45.32559999)",27003050111,0.517629407351838
"88",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.6,9.1,10.1,4893,"POINT (-93.45462332 45.23813177)",27003050228,0.807951987996999
"89",2020,"MN","Minnesota","Cottonwood",27033,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.9,9.8,3163,"POINT (-94.98541863 43.89003331)",27033270400,0.691672918229557
"90",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,9,9.9,6717,"POINT (-93.26104041 44.74312346)",27037060741,0.731432858214554
"91",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8,8.8,3171,"POINT (-93.2553443 44.89671135)",27053011704,0.141035258814704
"92",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.8,9.8,5718,"POINT (-93.31702189 44.76014864)",27037060709,0.691672918229557
"93",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.3,7.8,8.8,1329,"POINT (-93.05196489 44.74768028)",27037061003,0.0945236309077269
"94",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.4,5224,"POINT (-93.08546575 44.85894549)",27037060505,0.517629407351838
"95",2020,"MN","Minnesota","Benton",27009,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.4,5807,"POINT (-93.84125076 45.69291879)",27009020100,0.517629407351838
"96",2020,"MN","Minnesota","Benton",27009,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.6,9.6,2184,"POINT (-94.21761646 45.78408938)",27009020203,0.591147786946737
"97",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.8,9.7,3125,"POINT (-93.27916668 45.18058508)",27003050702,0.653413353338335
"98",2020,"MN","Minnesota","Crow Wing",27035,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.4,9,4666,"POINT (-93.97110613 46.39835712)",27035950800,0.307576894223556
"99",2020,"MN","Minnesota","Carver",27019,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.3,8,8.7,4545,"POINT (-93.71571775 44.84363993)",27019090401,0.0945236309077269
"100",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.7,9.2,10.3,3041,"POINT (-93.38438395 45.19568174)",27003050501,0.829707426856714
"101",2020,"MN","Minnesota","Fillmore",27045,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.7,9.4,3125,"POINT (-91.83074057 43.6635378)",27045960600,0.591147786946737
"102",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.8,9.8,6130,"POINT (-92.83257434 44.7105216)",27037061108,0.653413353338335
"103",2020,"MN","Minnesota","Clay",27027,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.4,9.1,6882,"POINT (-96.66022496 46.75356634)",27027030104,0.307576894223556
"104",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",10.3,9.8,10.8,4474,"POINT (-93.28051533 44.75868181)",27037060711,0.926481620405101
"105",2020,"MN","Minnesota","Douglas",27041,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.7,9.8,4792,"POINT (-95.37899693 45.85731632)",27041450701,0.653413353338335
"106",2020,"MN","Minnesota","Clay",27027,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.1,9,5626,"POINT (-96.77614686 46.84393378)",27027020500,0.190547636909227
"107",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.3,7.8,8.7,5198,"POINT (-93.10631953 44.74533724)",27037061009,0.0945236309077269
"108",2020,"MN","Minnesota","Carlton",27017,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,9,9.9,3924,"POINT (-92.44217946 46.69560806)",27017070200,0.731432858214554
"109",2020,"MN","Minnesota","Benton",27009,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.5,9.5,2693,"POINT (-94.16990408 45.6311495)",27009020206,0.517629407351838
"110",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.7,9.8,2788,"POINT (-93.46563584 45.27993759)",27003050224,0.653413353338335
"111",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.9,9.4,10.5,2934,"POINT (-93.43828383 45.39934051)",27003050107,0.868717179294824
"112",2020,"MN","Minnesota","Cottonwood",27033,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.4,9.1,3220,"POINT (-95.28538048 43.93590097)",27033270300,0.307576894223556
"113",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8,8.9,2756,"POINT (-93.31110015 44.91622674)",27053010600,0.141035258814704
"114",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,7.9,8.9,2947,"POINT (-93.18314344 45.18125745)",27003050819,0.141035258814704
"115",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.6,9.2,10.1,5133,"POINT (-93.07298325 44.89804386)",27037060105,0.807951987996999
"116",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.7,9.6,4830,"POINT (-93.2067523 44.79908579)",27037060735,0.591147786946737
"117",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.5,8.1,9.1,6851,"POINT (-93.17304642 44.75806545)",27037060825,0.190547636909227
"118",2020,"MN","Minnesota","Carlton",27017,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.9,9.6,6808,"POINT (-92.65822647 46.51885219)",27017070500,0.653413353338335
"119",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.9,9.5,10.5,3828,"POINT (-93.28292191 44.96001132)",27053006800,0.868717179294824
"120",2020,"MN","Minnesota","Brown",27015,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.2,9.2,3152,"POINT (-94.47304431 44.3170611)",27015960300,0.307576894223556
"121",2020,"MN","Minnesota","Chisago",27025,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.4,9.3,3854,"POINT (-92.96010481 45.5341974)",27025110301,0.439609902475619
"122",2020,"MN","Minnesota","Hennepin",27053,"Current asthma among adults aged >=18 years","%","Crude prevalence",12.4,11.8,13,3198,"POINT (-93.26426721 44.96303792)",27053005902,0.994748687171793
"123",2020,"MN","Minnesota","Beltrami",27007,"Current asthma among adults aged >=18 years","%","Crude prevalence",14.4,13.8,15.1,5885,"POINT (-95.08860973 48.04666601)",27007940001,1
"124",2020,"MN","Minnesota","Freeborn",27047,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.4,8.1,8.8,2596,"POINT (-93.34644957 43.63259623)",27047180700,0.141035258814704
"125",2020,"MN","Minnesota","Dodge",27039,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.6,9.3,2349,"POINT (-92.98012934 44.07121658)",27039950300,0.517629407351838
"126",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.8,9.8,5123,"POINT (-93.08870391 44.89748731)",27037060104,0.691672918229557
"127",2020,"MN","Minnesota","Freeborn",27047,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.9,9.4,10.4,2524,"POINT (-93.38768597 43.64613986)",27047180800,0.868717179294824
"128",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.2,9.3,3394,"POINT (-93.19278708 44.67619826)",27037060906,0.307576894223556
"129",2020,"MN","Minnesota","Clay",27027,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.4,9.2,5459,"POINT (-96.74303883 46.8771877)",27027020100,0.36384096024006
"130",2020,"MN","Minnesota","Clay",27027,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.3,9.3,2187,"POINT (-96.75649398 46.91670642)",27027030106,0.307576894223556
"131",2020,"MN","Minnesota","Anoka",27003,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.1,8.5,9.6,4918,"POINT (-93.15052139 45.14089915)",27003050902,0.591147786946737
"132",2020,"MN","Minnesota","Fillmore",27045,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.2,8.8,9.7,3616,"POINT (-92.39208393 43.67381018)",27045960300,0.653413353338335
"133",2020,"MN","Minnesota","Goodhue",27049,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.7,8.3,9.2,5672,"POINT (-92.53213866 44.54022606)",27049080102,0.307576894223556
"134",2020,"MN","Minnesota","Benton",27009,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,8.9,9.8,3093,"POINT (-94.17237236 45.69527199)",27009020205,0.691672918229557
"135",2020,"MN","Minnesota","Cass",27021,"Current asthma among adults aged >=18 years","%","Crude prevalence",8,7.8,8.3,1092,"POINT (-94.35156215 46.89923862)",27021960302,0.0255063765941485
"136",2020,"MN","Minnesota","Big Stone",27011,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.6,9.2,1774,"POINT (-96.58181163 45.49434242)",27011950200,0.439609902475619
"137",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.8,8.3,9.3,7439,"POINT (-93.19996049 44.69064182)",27037060818,0.36384096024006
"138",2020,"MN","Minnesota","Dakota",27037,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.4,8.9,10,3287,"POINT (-93.29032481 44.72445649)",27037060746,0.731432858214554
"139",2020,"MN","Minnesota","Dodge",27039,"Current asthma among adults aged >=18 years","%","Crude prevalence",9,8.5,9.5,4001,"POINT (-92.86138942 44.02742276)",27039950200,0.517629407351838
"140",2020,"MN","Minnesota","Cook",27031,"Current asthma among adults aged >=18 years","%","Crude prevalence",9.3,9,9.5,3126,"POINT (-90.53955493 47.90741086)",27031480100,0.691672918229557
"141",2020,"MN","Minnesota","Brown",27015,"Current asthma among adults aged >=18 years","%","Crude prevalence",8.9,8.5,9.5,3832,"POINT (-94.7139077 44.29186877)",27015960500,0.439609902475619
