GEOID_2020,GEOID_2010,area_weight_frx,total_frx_chk
27163070303,27163070907,0.014592685421332742,1
27163070303,27163070303,0.9828906249313849,1
27163070303,27163070304,0.0025166896472823214,1
27163070304,27163070303,0.002816671694427388,1
27163070304,27163070301,0.0027612098115533195,1
27163070304,27163070403,8.179564729703205e-4,1
27163070304,27163070304,0.993604162021049,1
27027030106,27027030106,1,1
27163071014,27163071014,1,1
27163070801,27163070801,0.9950037418895136,1
27163070801,27163070703,0.0038215059311322115,1
27163070801,27163070704,0.001174752179354175,1
27163070105,27163070105,0.999241950884168,1
27163070105,27163070104,7.580491158320252e-4,1
27163070206,27163070205,6.952814630881514e-4,1
27163070206,27163070206,0.9993047185369118,1
27163070405,27163070701,0.0038591981980848457,1
27163070405,27163070303,0.001825469259496224,1
27163070405,27163070405,0.994315332542419,1
27163070406,27163070909,0.0010474729398187036,1
27163070406,27163070701,0.002317585973473574,1
27163070406,27163070406,0.9966349410867077,1
27163070703,27163070602,6.234831133584663e-4,1
27163070703,27163070703,0.9993765168866415,1
27163070704,27163070701,0.004159100411925405,1
27163070704,27163070703,0.00222282895619554,1
27163070704,27163070704,0.9936180706318791,1
27163070802,27163070703,0.0036698054374206335,1
27163070802,27163070802,0.9963301945625793,1
27163070906,27163070906,0.9987863307640102,1
27163070906,27163070405,0.001213669235989734,1
27163070907,27163070907,0.9775947881942388,1
27163070907,27163070303,0.022405211805761122,1
27163070501,27163070501,1,1
27163070502,27163070502,1,1
27163070602,27163070602,0.9819157351684646,1
27163070602,27163070703,0.018084264831535433,1
27163070909,27163070909,0.9962638498975736,1
27163070909,27163070910,0.0037361501024264637,1
27067770900,27067770900,1,1
27067781100,27067781100,1,1
27067780200,27067780200,1,1
27067780700,27067780600,5.105013766069869e-4,1
27067780700,27067780700,0.999489498623393,1
27067780100,27067780100,1,1
27067780600,27067780600,0.9981454653677421,1
27067780600,27067780500,0.0018545346322578905,1
27067780500,27067780500,0.9978453008510382,1
27067780500,27067780700,0.0021546991489618046,1
27067781200,27067781200,0.9990076051406813,1
27067781200,27067780400,9.923948593186932e-4,1
27067781000,27067781000,1,1
27067780400,27067780400,1,1
27067780300,27067780300,1,1
27067780800,27067780800,1,1
27037060101,27037060101,1,1
27119020400,27119020400,1,1
27079950102,27079950100,1,1
27079950101,27139081200,5.845061282951294e-4,1
27079950101,27079950100,0.9994154938717049,1
27013170900,27013170900,1,1
27013170100,27013170200,0.0011536348935239325,1
27013170100,27013170100,0.9988463651064761,1
27013171300,27013171300,1,1
27013171500,27013171500,1,1
27013171000,27013171000,1,1
27013170300,27013170300,0.9853782400600111,1
27013170300,27103480501,0.0015698791361733403,1
27013170300,27103480600,0.007496650807160877,1
27013170300,27103480502,0.0055552299966547475,1
27013170200,27013170200,0.9958661964057287,1
27013170200,27013170500,0.003300581407333508,1
27013170200,27013171202,8.332221869377569e-4,1
27013170600,27013170600,1,1
27013171400,27013171400,1,1
27013170800,27013170900,0.003456571441081835,1
27013170800,27013170800,0.9965434285589182,1
27037060103,27037060505,0.003908466583548491,1
27037060103,27037060103,0.9960915334164515,1
27037060105,27037060105,1,1
27053111100,27053111100,1,1
27053111200,27053111200,1,1
27053111300,27053111300,1,1
27053111400,27053111400,1,1
27053111500,27053012001,0.003716692505006061,1
27053111500,27053111600,0.007838129925744767,1
27053111500,27053111500,0.9848253189800668,1
27053111500,27053012003,0.0036198585891824364,1
27053111600,27053111600,0.9963491080779601,1
27053111600,27053012003,0.003650891922039948,1
27053122500,27053122600,0.005116406063990951,1
27053122500,27053122500,0.994883593936009,1
27053122600,27053122600,0.9954429357948802,1
27053122600,27053023000,0.004557064205119859,1
27053125500,27053024600,0.0017891543693911024,1
27053125500,27053125500,0.9982108456306089,1
27053022902,27053022901,9.562330639868809e-4,1
27053022902,27053022902,0.9849972149394413,1
27053022902,27053023100,0.0033929107927406117,1
27053022902,27053023000,0.010653641203831346,1
27035950502,27035950502,1,1
27035951301,27035950900,0.0018062350347109381,1
27035951301,27035951301,0.9975314866279166,1
27035951301,27035951302,6.622783373724576e-4,1
27035951700,27035951700,1,1
27171100707,27171100703,0.9912233727167302,1
27171100707,27171100400,0.008776627283269845,1
27171100706,27171100703,1,1
27171101101,27171101100,1,1
27171100402,27171100500,0.0095922459018177135,1
27171100402,27171100400,0.9904077540981823,1
27171100401,27171100400,1,1
27171100704,27171100701,5.351318446692342e-4,1
27171100704,27171100702,0.9994648681553308,1
27171100804,27171100703,7.894137964998168e-4,1
27171100804,27171100801,0.9992105862035002,1
27171100806,27171100802,1,1
27171100102,27171100100,0.9949932901635036,1
27171100102,27171100202,0.005006709836496464,1
27171100803,27171100703,8.427417289027692e-4,1
27171100803,27171100801,0.9976462596362013,1
27171100803,27171100900,0.0015109986348959348,1
27171100805,27171100802,1,1
27171100206,27171100202,0.018483241498212944,1
27171100206,27171100204,0.9815167585017871,1
27171100205,27171100100,9.56627296407248e-4,1
27171100205,27171100204,0.9990433727035928,1
27171100101,27171100100,0.999279718201037,1
27171100101,27171100802,7.202817989630335e-4,1
27171101002,27053027001,8.308407994105795e-4,1
27171101002,27171101000,0.9991691592005895,1
27023950602,27023950500,0.06213045910720649,1
27023950602,27023950600,0.9378695408927936,1
27023950601,27023950300,0.0018964791176300775,1
27023950601,27023950600,0.99810352088237,1
27053027203,27053027203,0.9302124908987898,1
27053027203,27053027602,0.002102821055396336,1
27053027203,27053027503,0.05131244698932893,1
27053027203,27053027201,0.016372241056485038,1
27053027601,27053027203,0.0014000285491475104,1
27053027601,27053027700,0.014423613089440228,1
27053027601,27053027601,0.9268209114433525,1
27053027601,27053027201,0.057355446918059695,1
27053027602,27053027203,0.011206991233267967,1
27053027602,27053027700,0.006480647601520212,1
27053027602,27053027602,0.9700375469841348,1
27053027602,27053027503,0.012274814181076973,1
27053100200,27053021200,0.00621241993750554,1
27053100200,27053100200,0.9937875800624946,1
27053100400,27053100400,1,1
27053100500,27053100500,1,1
27053100900,27053100900,1,1
27053102100,27053102100,1,1
27053102600,27053020102,0.012255900399274896,1
27053102600,27053104000,0.01898888891305435,1
27053102600,27053101200,0.004086601555388182,1
27053102600,27053102600,0.9646686091322826,1
27053102800,27053103400,0.0011850639233335545,1
27053102800,27053102800,0.9988149360766665,1
27053103000,27053103000,1,1
27053103100,27053103100,0.9934379361454891,1
27053103100,27053103700,0.0024307482378367784,1
27053103100,27053102600,0.004131315616674062,1
27053103400,27053126200,0.01095163766867389,1
27053103400,27053104100,0.001068438804025891,1
27053103400,27053103400,0.9879799235273002,1
27053103600,27053103000,0.016967572745242222,1
27053103600,27053103100,0.001192348478312709,1
27053103600,27053103600,0.9818400787764451,1
27053103700,27053103600,0.005049013934923604,1
27053103700,27053103700,0.9919950097258496,1
27053103700,27053102600,0.002955976339226847,1
27053104100,27053104100,0.9883584692776668,1
27053104100,27053003200,0.006248563663569155,1
27053104100,27053003300,0.005392967058764049,1
27053104400,27053105204,0.0017148767860956746,1
27053104400,27053126100,0.0012671019387107433,1
27053104400,27053104400,0.9935312807202047,1
27053104400,27053105400,0.0034867405549888564,1
27057070600,27057070500,0.013752381024001031,1
27057070600,27057070600,0.986247618975999,1
27057070100,27057070300,6.55828552393105e-4,1
27057070100,27057070100,0.9993441714476069,1
27057070300,27057070300,1,1
27057070700,27057070700,1,1
27057070500,27057070500,1,1
27057070400,27057070400,1,1
27057070200,27057070200,1,1
27097780200,27097780200,1,1
27097780300,27097780300,0.9993761030509168,1
27097780300,27097780200,6.238969490832062e-4,1
27097780100,27097780100,1,1
27097780400,27097780300,0.0023697993966559443,1
27097780400,27097780400,0.9976302006033441,1
27097780800,27097780200,0.0018429534169650257,1
27097780800,27097780800,0.998157046583035,1
27097780600,27097780300,0.0033285551018487273,1
27097780600,27097780600,0.9966714448981513,1
27097780500,27097780500,1,1
27097780700,27097780600,0.0013301036319596528,1
27097780700,27097780700,0.9986698963680404,1
27053105100,27053022000,7.051941143842821e-4,1
27053105100,27053022801,8.634996406480549e-4,1
27053105100,27053021800,8.398427036135149e-4,1
27053105100,27053105100,0.9970076376397221,1
27053105100,27053106500,5.838259016319951e-4,1
27053105400,27053104400,5.08921308658592e-4,1
27053105400,27053105400,0.9994910786913415,1
27053105500,27053105100,0.009206038491388485,1
27053105500,27053105500,0.9856271116492342,1
27053105500,27053106500,0.005166849859377294,1
27053105700,27053105204,0.028638274732639222,1
27053105700,27053105700,0.9713617252673608,1
27053106200,27053106200,1,1
27053106500,27053022801,6.134719780474629e-4,1
27053106500,27053105100,6.115647385515492e-4,1
27053106500,27053106500,0.9958444302977213,1
27053106500,27053108000,5.078081875240417e-4,1
27053106500,27053109100,0.0024227247981556117,1
27003051201,27003051201,1,1
27003051202,27003051202,1,1
27003050709,27003050709,0.9816573672595627,1
27003050709,27003051101,0.018342632740437362,1
27015960700,27015960700,1,1
27015960400,27015960400,1,1
27003051203,27003051203,0.9899763005217941,1
27003051203,27003051302,0.010023699478205892,1
27003051206,27003051400,0.003826039043692114,1
27003051206,27003051206,0.9961739609563078,1
27003050808,27003050808,1,1
27003050807,27003050807,1,1
27025110302,27025110302,1,1
27025110402,27025110600,7.917239036807616e-4,1
27025110402,27025110402,0.9992082760963192,1
27025110301,27025110301,1,1
27003051304,27003051304,1,1
27003051305,27003051305,1,1
27003051400,27003051400,0.9991337739339168,1
27003051400,27003051206,8.662260660832459e-4,1
27003051502,27003051502,1,1
27145011102,27145011100,0.9994876857629467,1
27145011102,27145011000,5.123142370533891e-4,1
27145001003,27145001001,0.9939777113046971,1
27145001003,27145000701,0.006022288695302922,1
27145000502,27145011301,0.0027174001946945595,1
27145000502,27145000500,0.9972825998053054,1
27145000304,27145011400,0.06602902127422651,1
27145000304,27145000302,0.9339709787257735,1
27145011201,27145011200,1,1
27145010103,27009021101,0.0014622020183741185,1
27145010103,27145010102,0.9985377979816259,1
27145001002,27145001001,0.9414351639385411,1
27145001002,27145011301,0.05578178467712255,1
27145001002,27145000500,0.0027830513843363526,1
27145000501,27145001001,0.004418843732323544,1
27145000501,27145000500,0.9955811562676765,1
27003050711,27003050711,1,1
27003050710,27003050710,1,1
27001770100,27001770100,1,1
27001770300,27001770300,0.9921396953888437,1
27001770300,27001770100,0.007860304611156221,1
27001770200,27001770200,1,1
27003050501,27003050501,1,1
27053110000,27053110900,0.0025357469640603274,1
27053110000,27053110000,0.9974642530359397,1
27053105600,27053106700,0.0064565343467866574,1
27053105600,27053105600,0.9894709798647929,1
27053105600,27053105500,0.004072485788420375,1
27053020902,27053020902,0.9994079356406846,1
27053020902,27053021001,5.920643593153822e-4,1
27003050230,27003050232,9.072724931820311e-4,1
27003050230,27003050230,0.999092727506818,1
27003050504,27003050610,0.002727724647940776,1
27003050504,27003050504,0.9868649608366691,1
27003050504,27003050605,5.056109720470422e-4,1
27003050504,27003050609,0.00990170354334314,1
27003050505,27003050505,0.9927152380865134,1
27003050505,27003050226,0.005694471131856277,1
27003050505,27003050609,0.001590290781630324,1
27003050401,27003050401,0.9926587658665266,1
27003050401,27003050402,0.00734123413347345,1
27003050605,27003050610,0.0037691908603119453,1
27003050605,27003050504,5.109110912352099e-4,1
27003050605,27003050605,0.9957198980484528,1
27003050607,27003050607,1,1
27003050608,27003050608,1,1
27003050233,27003050210,6.459558026761754e-4,1
27003050233,27003050233,0.9993540441973239,1
27003050819,27003050819,1,1
27003050820,27003050820,1,1
27003050818,27003050819,5.558049266276342e-4,1
27003050818,27003050818,0.9988673546982294,1
27003050818,27003050216,5.768403751429815e-4,1
27003050237,27003050232,0.002382098748881431,1
27003050237,27003050237,0.9946434046251013,1
27003050237,27003050902,0.0029744966260172724,1
27003050236,27003050236,1,1
27003050712,27003050712,1,1
27145011101,27145011100,0.9968801392123878,1
27145011101,27145011000,0.003119860787612121,1
27145010104,27145010102,1,1
27053106600,27053106600,1,1
27053106900,27053126000,0.011191834276422305,1
27053106900,27053106900,0.9888081657235777,1
27053107000,27053107000,1,1
27053107400,27053107500,0.020053985343895898,1
27053107400,27053107400,0.9799460146561041,1
27053107500,27053125900,9.978582264137989e-4,1
27053107500,27053107500,0.9990021417735861,1
27053107600,27123043000,0.02637029717737746,1
27053107600,27053107600,0.9736297028226226,1
27053108700,27053108700,0.9979343437422894,1
27053108700,27053108800,0.0020656562577106227,1
27053108800,27053108800,1,1
27053108900,27053108900,1,1
27053109000,27123043000,0.005910877206807744,1
27053109000,27053109000,0.9940891227931923,1
27053109100,27053108000,0.0010620381936701122,1
27053109100,27053109100,0.9978835816604682,1
27053109100,27053109900,0.0010543801458616773,1
27053108000,27053106600,0.007916829285143022,1
27053108000,27053108000,0.992083170714857,1
27053109300,27053109300,0.9903737883526625,1
27053109300,27053109400,0.009626211647337424,1
27053109700,27053109700,1,1
27171100705,27171100701,0.0011427383575368013,1
27171100705,27171100702,0.9988572616424632,1
27171101001,27171101000,1,1
27171100807,27171100802,1,1
27171101102,27171101100,1,1
27053109800,27053109800,1,1
27053109900,27053109100,0.002260712521234611,1
27053109900,27053110000,0.002080921397141387,1
27053109900,27053109900,0.9956583660816241,1
27053110100,27053110100,1,1
27053110200,27053110200,1,1
27105105600,27105105600,1,1
27105105100,27105105100,1,1
27105105500,27105105500,1,1
27105105300,27105105300,1,1
27105105200,27105105200,1,1
27137013400,27137013400,0.997087619434581,1
27137013400,27137013300,7.701284304485974e-4,1
27137013400,27137013500,0.0016371577698050083,1
27137013400,27137012800,5.050943651653949e-4,1
27137002000,27137002000,1,1
27137002200,27137002200,1,1
27137002400,27137002400,1,1
27137002900,27137002900,0.9994981628262662,1
27137002900,27137010100,5.018371737337599e-4,1
27137003300,27137003300,1,1
27085950200,27085950200,1,1
27085950100,27085950100,1,1
27085950500,27085950500,1,1
27085950600,27085950600,0.99708217924385,1
27085950600,27085950500,0.00291782075615003,1
27131070101,27131070100,1,1
27131070102,27131070100,1,1
27131070801,27131070800,0.9993129677131561,1
27131070801,27131070902,6.870322868438192e-4,1
27131070802,27131070800,1,1
27131070702,27131070700,1,1
27131070701,27131070700,1,1
27035950401,27035950400,1,1
27035951303,27035951302,1,1
27035950702,27035950700,1,1
27035950802,27035950800,1,1
27035951304,27035951400,0.0013226035280778444,1
27035951304,27035951302,0.9986773964719221,1
27035950801,27035950800,1,1
27035950901,27035950900,1,1
27035950402,27035950400,1,1
27035950701,27035950700,0.9924018236559489,1
27035950701,27035950100,0.007598176344051165,1
27035950902,27035950900,0.9985448695102034,1
27035950902,27021960801,0.0014551304897966332,1
27123034400,27123980000,0.0040008510115677,1
27123034400,27123034601,9.485360589304816e-4,1
27123034400,27123034400,0.9950506129295018,1
27123034500,27123034500,1,1
27123034601,27123034601,0.9933086789248139,1
27123034601,27123034400,0.006691321075186151,1
27123034602,27123034602,0.9916105244666719,1
27123034602,27123034601,0.008389475533328104,1
27123034701,27123034701,1,1
27123035100,27123035000,0.03766667172118875,1
27123035100,27123035100,0.9623333282788112,1
27123980000,27123980000,0.9965324187420438,1
27123980000,27037060202,0.00346758125795624,1
27123037500,27123037500,1,1
27123037601,27123037601,0.9949402179150859,1
27123037601,27123037602,9.494829559953853e-4,1
27123037601,27053980000,0.0029863320906452105,1
27123037601,27053110500,0.0011239670382735417,1
27123041302,27123041302,0.9980095413839819,1
27123041302,27123041107,7.952590460691753e-4,1
27123041302,27053020102,0.0011951995699488885,1
27123041400,27123041400,1,1
27123041601,27123041601,1,1
27123041602,27123041602,0.9992330098112627,1
27123041602,27123041601,7.669901887373152e-4,1
27123041700,27123041700,1,1
27123041800,27123041800,1,1
27123042001,27123042001,0.999250400394205,1
27123042001,27123041900,7.495996057949606e-4,1
27123042002,27123042002,1,1
27123035200,27123035200,1,1
27123035300,27123035300,1,1
27123035700,27123035700,1,1
27017070401,27017070400,0.9989581294845173,1
27017070401,27017940000,0.0010418705154826386,1
27017070501,27017070500,1,1
27017070402,27017070400,0.9947264186823727,1
27017070402,27017070300,0.005273581317627355,1
27017070502,27017070500,0.9908697288567168,1
27017070502,27017070600,0.009130271143283259,1
27009020300,27009020300,1,1
27009020100,27009020100,1,1
27009020202,27009020202,1,1
27007450400,27007450400,1,1
27123040200,27123040200,0.9982710353905766,1
27123040200,27123040502,0.0017289646094233997,1
27123041500,27123041500,1,1
27123030100,27123042001,8.043935964555561e-4,1
27123030100,27123030201,6.072400689816098e-4,1
27123030100,27123030100,0.9985883663345628,1
27123030601,27123030500,0.001963108288018826,1
27123030601,27123030601,0.9980368917119812,1
27123031300,27123031300,1,1
27123034900,27123034900,0.9992394736249921,1
27123034900,27123035000,7.605263750078961e-4,1
27123036300,27123036300,1,1
27123032400,27123032400,1,1
27123035500,27123035500,1,1
27123030703,27123030602,0.027470786341313495,1
27123030703,27123030703,0.9725292136586865,1
27123030702,27123030702,0.9994496215226962,1
27123030702,27123042402,5.503784773037396e-4,1
27123035000,27123035000,1,1
27123035900,27123036000,5.583556477212618e-4,1
27123035900,27123035900,0.9864953442884054,1
27123035900,27123034201,0.012946300063873355,1
27123036000,27123036000,0.9977717791918453,1
27123036000,27123035900,0.002228220808154708,1
27123036100,27123036100,0.9902940677812995,1
27123036100,27123034201,0.004604691536095781,1
27123036100,27123034400,0.005101240682604802,1
27123035800,27123035800,0.9802925644432047,1
27123035800,27123035500,7.065426754807185e-4,1
27123035800,27123035900,0.013203775932838493,1
27123035800,27123034000,0.0026050726239559927,1
27123035800,27123042800,0.003192044324520092,1
27123042102,27123042102,0.9950435983605562,1
27123042102,27123042301,0.0013198067205442978,1
27123042102,27123040604,6.025613495338036e-4,1
27123042102,27123042101,0.0030340335693657123,1
27053027202,27053027201,0.0715407885808779,1
27053027202,27053027202,0.9284592114191221,1
27123036400,27123036400,1,1
27123036600,27123036600,0.9961353269174366,1
27123036600,27123036700,0.0038646730825634508,1
27123036700,27123036600,5.019946043229374e-4,1
27123036700,27123036700,0.9978043755809632,1
27123036700,27123037602,0.0016936298147138737,1
27123036800,27123036800,1,1
27123036900,27123035800,5.748077906145079e-4,1
27123036900,27123036900,0.9994251922093855,1
27123037000,27123037000,0.9986254393602102,1
27123037000,27123037100,0.001374560639789797,1
27123037100,27123036100,0.001027638452097572,1
27123037100,27123036000,0.008110208831895113,1
27123037100,27123034201,0.0029291051590470624,1
27123037100,27123037100,0.9879330475569602,1
27123037200,27123037200,0.9864840826792872,1
27123037200,27123036100,0.010725759467392577,1
27123037200,27123037100,0.00279015785332017,1
27123037402,27123037403,0.014871236991605087,1
27123037402,27123037402,0.9838817184853975,1
27123037402,27123980000,6.606902218848798e-4,1
27123037402,27123034601,5.863543011125673e-4,1
27003050232,27003050232,0.9789438203456606,1
27003050232,27003050237,0.00418263198019611,1
27003050232,27003050230,0.01687354767414326,1
27003050706,27003050811,0.001518145110360816,1
27003050706,27003050706,0.9984818548896393,1
27003050110,27003050115,8.094561698653143e-4,1
27003050110,27003050110,0.9991905438301347,1
27003051302,27003051302,1,1
27003051501,27003051501,1,1
27003051002,27003051002,1,1
27003050602,27003050602,1,1
27003050222,27003050222,1,1
27003050218,27003050225,0.0029896833373620224,1
27003050218,27003050218,0.9960515552885155,1
27003050218,27003050114,9.587613741224926e-4,1
27003050228,27003050228,1,1
27003050107,27003050107,0.9987736262856499,1
27003050107,27003050116,0.001226373714350038,1
27003050108,27003050108,0.9971755066990319,1
27003050108,27003050109,0.0028244933009680803,1
27049080101,27049080101,1,1
27049080400,27049080400,1,1
27049080600,27049080600,1,1
27049080700,27049080700,1,1
27049080800,27049080800,1,1
27049080300,27049080300,1,1
27049080500,27049080500,0.999447833315151,1
27049080500,27049080600,5.521666848490665e-4,1
27049080900,27049080700,0.0012885762810165406,1
27049080900,27049080900,0.9987114237189835,1
27049080102,27049080102,1,1
27009021201,27009020300,7.020354201129849e-4,1
27009021201,27009021200,0.9978221305668644,1
27009021201,27009021102,0.0014758340130225699,1
27009021103,27009020206,0.0100204609349171,1
27009021103,27009021101,0.9899795390650828,1
27009021104,27009021101,1,1
27137011101,27137011200,6.485380200124414e-4,1
27137011101,27137011400,0.001609181464145412,1
27137011101,27137011100,0.9977422805158421,1
27137011102,27137011100,1,1
27137010602,27137010600,0.9991378683882359,1
27137010602,27137011400,8.621316117641237e-4,1
27137010601,27137010600,0.9994523586839847,1
27137010601,27137011400,5.476413160152723e-4,1
27137015503,27137015500,1,1
27137011401,27137011400,0.9980588998403357,1
27137011401,27137014100,6.110478029156423e-4,1
27137011401,27137014000,6.241398172055757e-4,1
27137011401,27075370100,7.059125395430472e-4,1
27137011402,27137011400,1,1
27137015401,27137015500,7.177646749289664e-4,1
27137015401,27137015400,0.9992822353250711,1
27137015502,27137015500,1,1
27137015501,27137015500,1,1
27137000302,27137000300,1,1
27137015402,27137015500,0.0014679418078991458,1
27137015402,27137015400,0.9977313869321326,1
27137015402,27137013900,8.006712599683109e-4,1
27137010301,27137010300,1,1
27137010302,27137010300,1,1
27137000301,27137000300,1,1
27003050109,27003050108,9.330390534564382e-4,1
27003050109,27003050109,0.9990669609465436,1
27003050111,27003050111,1,1
27003050114,27003050107,0.00472376451662299,1
27003050114,27003050114,0.9816887427986934,1
27003050114,27003050108,0.01358749268468356,1
27051070200,27051070200,1,1
27051070100,27051070100,1,1
27003050116,27003050114,0.0036139113063581255,1
27003050116,27003050116,0.9963860886936419,1
27003050208,27003050711,0.002784674392607101,1
27003050208,27003050208,0.9940047220339187,1
27003050208,27003050707,0.0032106035734743065,1
27003050210,27003050210,1,1
27123041900,27123041900,1,1
27123034702,27123034702,1,1
27123041103,27123041103,0.9987666607539621,1
27123041103,27123041107,0.001233339246037956,1
27123032100,27123032100,1,1
27123033800,27123033800,1,1
27123030704,27123031100,0.025097073149963976,1
27123030704,27123030602,0.01864852382694679,1
27123030704,27123030704,0.9562544030230893,1
27123040402,27123042401,0.06922834316355274,1
27123040402,27123040402,0.9296419967907188,1
27123040402,27123040604,0.0011296600457284716,1
27123036500,27123036500,1,1
27123040301,27123040200,0.0067913394566027655,1
27123040301,27123040301,0.9915912881920994,1
27123040301,27123040503,0.0016173723512978454,1
27123033100,27123033100,1,1
27123030300,27123030300,1,1
27123030400,27123030400,1,1
27129790400,27129790400,0.9946588432487502,1
27129790400,27129790300,0.005341156751249847,1
27129790600,27129790600,0.9811625212614427,1
27129790600,27129790100,0.01883747873855739,1
27129790500,27129790300,0.005408867056745653,1
27129790500,27129790500,0.9945911329432543,1
27129790100,27129790200,0.03216768651561558,1
27129790100,27129790100,0.9678323134843844,1
27129790300,27129790400,0.004936333970654919,1
27129790300,27129790300,0.9950636660293452,1
27129790200,27129790200,0.9892164209019269,1
27129790200,27129790300,0.01078357909807318,1
27003050227,27003050227,0.9865415304252535,1
27003050227,27003050401,0.005259984823254567,1
27003050227,27003050402,0.006262184380722302,1
27003050227,27003050226,0.0019363003707697215,1
27003050229,27003050229,1,1
27003050215,27003050222,0.0030096693986940547,1
27003050215,27003050216,0.006232223777325661,1
27003050215,27003050208,7.869345374667216e-4,1
27003050215,27003050805,6.527343054954437e-4,1
27003050215,27003050215,0.9893184379810182,1
27003050216,27003050818,0.0010111011977286771,1
27003050216,27003050216,0.9980624686755667,1
27003050216,27003050210,9.264301267046621e-4,1
27003050217,27003050115,0.0011780212101239792,1
27003050217,27003050217,0.998821978789876,1
27003050219,27003050225,0.001383425325239073,1
27003050219,27003050505,0.021290780073579516,1
27003050219,27003050219,0.9762030051074355,1
27003050219,27003050226,0.0011227894937459648,1
27123037403,27123037403,0.9866403039550379,1
27123037403,27123037402,0.0073810162350171115,1
27123037403,27123980000,0.005978679809945074,1
27003050115,27003050115,1,1
27003050220,27003050220,1,1
27003050223,27003050223,1,1
27003050224,27003050224,1,1
27003050226,27003050505,0.005103487894583678,1
27003050226,27003050401,0.005814364256274509,1
27003050226,27003050219,0.0036551418619018045,1
27003050226,27003050226,0.98542700598724,1
27123042101,27123042101,1,1
27123042201,27123042201,1,1
27123042202,27123042302,0.0017249577873892368,1
27123042202,27123042202,0.9982750422126108,1
27123042301,27123042301,1,1
27123042302,27123042302,1,1
27111960103,27111960103,1,1
27031480102,27031480100,1,1
27031480101,27031480100,1,1
27003050234,27003050111,0.008969799048123488,1
27003050234,27003050234,0.9897508162971599,1
27003050234,27003050210,0.0012793846547166513,1
27015960101,27015960102,0.014404588860937135,1
27015960101,27015960101,0.9855954111390629,1
27123040706,27123040705,0.0015586644671725088,1
27123040706,27123040706,0.9984413355328275,1
27123040707,27123040707,1,1
27003050702,27003050702,1,1
27003050704,27003050704,1,1
